"subject" "activity" "variabletype" "description" "domain" "acceleration" "instrument" "jerk" "statistic" "axis" "mean"
"6894" 18 "WALKING_DOWNSTAIRS" 30 "tBodyGyroJerk-std()-Z" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Z" -0.605655411090909
"6895" 18 "WALKING_DOWNSTAIRS" 31 "tBodyAccMag-mean()" "Time" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.293531973636364
"6896" 18 "WALKING_DOWNSTAIRS" 32 "tBodyAccMag-std()" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.229934247036364
"6897" 18 "WALKING_DOWNSTAIRS" 33 "tGravityAccMag-mean()" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Magnitude" -0.293531973636364
"6898" 18 "WALKING_DOWNSTAIRS" 34 "tGravityAccMag-std()" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.229934247036364
"6899" 18 "WALKING_DOWNSTAIRS" 35 "tBodyAccJerkMag-mean()" "Time" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.466516044
"6900" 18 "WALKING_DOWNSTAIRS" 36 "tBodyAccJerkMag-std()" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.3825173332
"6901" 18 "WALKING_DOWNSTAIRS" 37 "tBodyGyroMag-mean()" "Time" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.381022814727273
"6902" 18 "WALKING_DOWNSTAIRS" 38 "tBodyGyroMag-std()" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.507995478327273
"6903" 18 "WALKING_DOWNSTAIRS" 39 "tBodyGyroJerkMag-mean()" "Time" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.701663073636364
"6904" 18 "WALKING_DOWNSTAIRS" 40 "tBodyGyroJerkMag-std()" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.744159518909091
"6905" 18 "WALKING_DOWNSTAIRS" 41 "fBodyAcc-mean()-X" "Frequency" "body" "Accelerometer" "nojerk" "mean" "X" -0.350086793272727
"6906" 18 "WALKING_DOWNSTAIRS" 42 "fBodyAcc-mean()-Y" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Y" -0.309049613818182
"6907" 18 "WALKING_DOWNSTAIRS" 43 "fBodyAcc-mean()-Z" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Z" -0.505824358
"6908" 18 "WALKING_DOWNSTAIRS" 44 "fBodyAcc-std()-X" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.285535871636364
"6909" 18 "WALKING_DOWNSTAIRS" 45 "fBodyAcc-std()-Y" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.273798158
"6910" 18 "WALKING_DOWNSTAIRS" 46 "fBodyAcc-std()-Z" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.418258649818182
"6911" 18 "WALKING_DOWNSTAIRS" 47 "fBodyAccJerk-mean()-X" "Frequency" "body" "Accelerometer" "jerk" "mean" "X" -0.412728286727273
"6912" 18 "WALKING_DOWNSTAIRS" 48 "fBodyAccJerk-mean()-Y" "Frequency" "body" "Accelerometer" "jerk" "mean" "Y" -0.465982666363636
"6913" 18 "WALKING_DOWNSTAIRS" 49 "fBodyAccJerk-mean()-Z" "Frequency" "body" "Accelerometer" "jerk" "mean" "Z" -0.622135895090909
"6914" 18 "WALKING_DOWNSTAIRS" 50 "fBodyAccJerk-std()-X" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.416050500909091
"6915" 18 "WALKING_DOWNSTAIRS" 51 "fBodyAccJerk-std()-Y" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.464546054727273
"6916" 18 "WALKING_DOWNSTAIRS" 52 "fBodyAccJerk-std()-Z" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.678751080363636
"6917" 18 "WALKING_DOWNSTAIRS" 53 "fBodyGyro-mean()-X" "Frequency" "body" "Gyroscope" "nojerk" "mean" "X" -0.489232274509091
"6918" 18 "WALKING_DOWNSTAIRS" 54 "fBodyGyro-mean()-Y" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Y" -0.641527595090909
"6919" 18 "WALKING_DOWNSTAIRS" 55 "fBodyGyro-mean()-Z" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Z" -0.447030699454545
"6920" 18 "WALKING_DOWNSTAIRS" 56 "fBodyGyro-std()-X" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.513947089545455
"6921" 18 "WALKING_DOWNSTAIRS" 57 "fBodyGyro-std()-Y" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.607757979272727
"6922" 18 "WALKING_DOWNSTAIRS" 58 "fBodyGyro-std()-Z" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.543996110545454
"6923" 18 "WALKING_DOWNSTAIRS" 59 "fBodyAccMag-mean()" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.241973534781818
"6924" 18 "WALKING_DOWNSTAIRS" 60 "fBodyAccMag-std()" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.344299434181818
"6925" 18 "WALKING_DOWNSTAIRS" 61 "fBodyBodyAccJerkMag-mean()" "Frequency" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.3833987134
"6926" 18 "WALKING_DOWNSTAIRS" 62 "fBodyBodyAccJerkMag-std()" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.386565072363636
"6927" 18 "WALKING_DOWNSTAIRS" 63 "fBodyBodyGyroMag-mean()" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.604735414363636
"6928" 18 "WALKING_DOWNSTAIRS" 64 "fBodyBodyGyroMag-std()" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.533844932145455
"6929" 18 "WALKING_DOWNSTAIRS" 65 "fBodyBodyGyroJerkMag-mean()" "Frequency" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.744236045090909
"6930" 18 "WALKING_DOWNSTAIRS" 66 "fBodyBodyGyroJerkMag-std()" "Frequency" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.763430801654545
"6931" 18 "SITTING" 1 "tBodyAcc-mean()-X" "Time" "body" "Accelerometer" "nojerk" "mean" "X" 0.27727001877193
"6932" 18 "SITTING" 2 "tBodyAcc-mean()-Y" "Time" "body" "Accelerometer" "nojerk" "mean" "Y" -0.0128691279736842
"6933" 18 "SITTING" 3 "tBodyAcc-mean()-Z" "Time" "body" "Accelerometer" "nojerk" "mean" "Z" -0.111904775824561
"6934" 18 "SITTING" 4 "tBodyAcc-std()-X" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.994347988596491
"6935" 18 "SITTING" 5 "tBodyAcc-std()-Y" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.974928131052632
"6936" 18 "SITTING" 6 "tBodyAcc-std()-Z" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.977572717017544
"6937" 18 "SITTING" 7 "tGravityAcc-mean()-X" "Time" "gravity" "Accelerometer" "nojerk" "mean" "X" 0.909816469298246
"6938" 18 "SITTING" 8 "tGravityAcc-mean()-Y" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Y" 0.12988647622807
"6939" 18 "SITTING" 9 "tGravityAcc-mean()-Z" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Z" 0.161877417894737
"6940" 18 "SITTING" 10 "tGravityAcc-std()-X" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "X" -0.994043771403509
"6941" 18 "SITTING" 11 "tGravityAcc-std()-Y" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.984035479473684
"6942" 18 "SITTING" 12 "tGravityAcc-std()-Z" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.978340183157895
"6943" 18 "SITTING" 13 "tBodyAccJerk-mean()-X" "Time" "body" "Accelerometer" "jerk" "mean" "X" 0.076622889
"6944" 18 "SITTING" 14 "tBodyAccJerk-mean()-Y" "Time" "body" "Accelerometer" "jerk" "mean" "Y" 0.00694560289491228
"6945" 18 "SITTING" 15 "tBodyAccJerk-mean()-Z" "Time" "body" "Accelerometer" "jerk" "mean" "Z" 0.00278757042058246
"6946" 18 "SITTING" 16 "tBodyAccJerk-std()-X" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.991624662105263
"6947" 18 "SITTING" 17 "tBodyAccJerk-std()-Y" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.984002717017544
"6948" 18 "SITTING" 18 "tBodyAccJerk-std()-Z" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.990153121754386
"6949" 18 "SITTING" 19 "tBodyGyro-mean()-X" "Time" "body" "Gyroscope" "nojerk" "mean" "X" -0.0333057034385965
"6950" 18 "SITTING" 20 "tBodyGyro-mean()-Y" "Time" "body" "Gyroscope" "nojerk" "mean" "Y" -0.0685796341105263
"6951" 18 "SITTING" 21 "tBodyGyro-mean()-Z" "Time" "body" "Gyroscope" "nojerk" "mean" "Z" 0.0848140511754386
"6952" 18 "SITTING" 22 "tBodyGyro-std()-X" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.991956958947368
"6953" 18 "SITTING" 23 "tBodyGyro-std()-Y" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.986753343859649
"6954" 18 "SITTING" 24 "tBodyGyro-std()-Z" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.981525495438596
"6955" 18 "SITTING" 25 "tBodyGyroJerk-mean()-X" "Time" "body" "Gyroscope" "jerk" "mean" "X" -0.0954723233684211
"6956" 18 "SITTING" 26 "tBodyGyroJerk-mean()-Y" "Time" "body" "Gyroscope" "jerk" "mean" "Y" -0.0397125591491228
"6957" 18 "SITTING" 27 "tBodyGyroJerk-mean()-Z" "Time" "body" "Gyroscope" "jerk" "mean" "Z" -0.0523030404789474
"6958" 18 "SITTING" 28 "tBodyGyroJerk-std()-X" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "X" -0.994170190701754
"6959" 18 "SITTING" 29 "tBodyGyroJerk-std()-Y" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Y" -0.994224162105263
"6960" 18 "SITTING" 30 "tBodyGyroJerk-std()-Z" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Z" -0.992814325087719
"6961" 18 "SITTING" 31 "tBodyAccMag-mean()" "Time" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.983674151754386
"6962" 18 "SITTING" 32 "tBodyAccMag-std()" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.981595285964912
"6963" 18 "SITTING" 33 "tGravityAccMag-mean()" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Magnitude" -0.983674151754386
"6964" 18 "SITTING" 34 "tGravityAccMag-std()" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.981595285964912
"6965" 18 "SITTING" 35 "tBodyAccJerkMag-mean()" "Time" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.989869574561404
"6966" 18 "SITTING" 36 "tBodyAccJerkMag-std()" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.991159350526316
"6967" 18 "SITTING" 37 "tBodyGyroMag-mean()" "Time" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.977634992105263
"6968" 18 "SITTING" 38 "tBodyGyroMag-std()" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.981372675614035
"6969" 18 "SITTING" 39 "tBodyGyroJerkMag-mean()" "Time" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.994873439824561
"6970" 18 "SITTING" 40 "tBodyGyroJerkMag-std()" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.994868913508772
"6971" 18 "SITTING" 41 "fBodyAcc-mean()-X" "Frequency" "body" "Accelerometer" "nojerk" "mean" "X" -0.993144920175439
"6972" 18 "SITTING" 42 "fBodyAcc-mean()-Y" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Y" -0.976538530350877
"6973" 18 "SITTING" 43 "fBodyAcc-mean()-Z" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Z" -0.982996441403509
"6974" 18 "SITTING" 44 "fBodyAcc-std()-X" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.994906565789474
"6975" 18 "SITTING" 45 "fBodyAcc-std()-Y" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.974980068596491
"6976" 18 "SITTING" 46 "fBodyAcc-std()-Z" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.975722121403509
"6977" 18 "SITTING" 47 "fBodyAccJerk-mean()-X" "Frequency" "body" "Accelerometer" "jerk" "mean" "X" -0.991924709824561
"6978" 18 "SITTING" 48 "fBodyAccJerk-mean()-Y" "Frequency" "body" "Accelerometer" "jerk" "mean" "Y" -0.983642391578947
"6979" 18 "SITTING" 49 "fBodyAccJerk-mean()-Z" "Frequency" "body" "Accelerometer" "jerk" "mean" "Z" -0.988689671578947
"6980" 18 "SITTING" 50 "fBodyAccJerk-std()-X" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.992039060701754
"6981" 18 "SITTING" 51 "fBodyAccJerk-std()-Y" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.985694744385965
"6982" 18 "SITTING" 52 "fBodyAccJerk-std()-Z" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.990141676315789
"6983" 18 "SITTING" 53 "fBodyGyro-mean()-X" "Frequency" "body" "Gyroscope" "nojerk" "mean" "X" -0.989961500350877
"6984" 18 "SITTING" 54 "fBodyGyro-mean()-Y" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Y" -0.988702701403509
"6985" 18 "SITTING" 55 "fBodyGyro-mean()-Z" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Z" -0.983027386491228
"6986" 18 "SITTING" 56 "fBodyGyro-std()-X" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.992575399473684
"6987" 18 "SITTING" 57 "fBodyGyro-std()-Y" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.985710087894737
"6988" 18 "SITTING" 58 "fBodyGyro-std()-Z" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.98279727631579
"6989" 18 "SITTING" 59 "fBodyAccMag-mean()" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.984781467192982
"6990" 18 "SITTING" 60 "fBodyAccMag-std()" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.982226151578947
"6991" 18 "SITTING" 61 "fBodyBodyAccJerkMag-mean()" "Frequency" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.990407075964912
"6992" 18 "SITTING" 62 "fBodyBodyAccJerkMag-std()" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.991044297894737
"6993" 18 "SITTING" 63 "fBodyBodyGyroMag-mean()" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.986535242105263
"6994" 18 "SITTING" 64 "fBodyBodyGyroMag-std()" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.981252632807018
"6995" 18 "SITTING" 65 "fBodyBodyGyroJerkMag-mean()" "Frequency" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.99480818754386
"6996" 18 "SITTING" 66 "fBodyBodyGyroJerkMag-std()" "Frequency" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.994967621754386
"6997" 18 "STANDING" 1 "tBodyAcc-mean()-X" "Time" "body" "Accelerometer" "nojerk" "mean" "X" 0.278458805890411
"6998" 18 "STANDING" 2 "tBodyAcc-mean()-Y" "Time" "body" "Accelerometer" "nojerk" "mean" "Y" -0.0166353518150685
"6999" 18 "STANDING" 3 "tBodyAcc-mean()-Z" "Time" "body" "Accelerometer" "nojerk" "mean" "Z" -0.108453355945205
"7000" 18 "STANDING" 4 "tBodyAcc-std()-X" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.992019762739726
"7001" 18 "STANDING" 5 "tBodyAcc-std()-Y" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.95422343630137
"7002" 18 "STANDING" 6 "tBodyAcc-std()-Z" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.961873909178082
"7003" 18 "STANDING" 7 "tGravityAcc-mean()-X" "Time" "gravity" "Accelerometer" "nojerk" "mean" "X" 0.947573239863014
"7004" 18 "STANDING" 8 "tGravityAcc-mean()-Y" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Y" -0.204206320958904
"7005" 18 "STANDING" 9 "tGravityAcc-mean()-Z" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Z" -0.0485767106575342
"7006" 18 "STANDING" 10 "tGravityAcc-std()-X" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "X" -0.994270075205479
"7007" 18 "STANDING" 11 "tGravityAcc-std()-Y" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.981335941917808
"7008" 18 "STANDING" 12 "tGravityAcc-std()-Z" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.976044291369863
"7009" 18 "STANDING" 13 "tBodyAccJerk-mean()-X" "Time" "body" "Accelerometer" "jerk" "mean" "X" 0.0753539482328767
"7010" 18 "STANDING" 14 "tBodyAccJerk-mean()-Y" "Time" "body" "Accelerometer" "jerk" "mean" "Y" 0.0104698718417123
"7011" 18 "STANDING" 15 "tBodyAccJerk-mean()-Z" "Time" "body" "Accelerometer" "jerk" "mean" "Z" -0.00181640480191781
"7012" 18 "STANDING" 16 "tBodyAccJerk-std()-X" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.989436673835616
"7013" 18 "STANDING" 17 "tBodyAccJerk-std()-Y" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.975277836849315
"7014" 18 "STANDING" 18 "tBodyAccJerk-std()-Z" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.988455249452055
"7015" 18 "STANDING" 19 "tBodyGyro-mean()-X" "Time" "body" "Gyroscope" "nojerk" "mean" "X" -0.0265873248835616
"7016" 18 "STANDING" 20 "tBodyGyro-mean()-Y" "Time" "body" "Gyroscope" "nojerk" "mean" "Y" -0.0732260127945206
"7017" 18 "STANDING" 21 "tBodyGyro-mean()-Z" "Time" "body" "Gyroscope" "nojerk" "mean" "Z" 0.0843190675616438
"7018" 18 "STANDING" 22 "tBodyGyro-std()-X" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.962254249589041
"7019" 18 "STANDING" 23 "tBodyGyro-std()-Y" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.980417134246575
"7020" 18 "STANDING" 24 "tBodyGyro-std()-Z" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.972820402739726
"7021" 18 "STANDING" 25 "tBodyGyroJerk-mean()-X" "Time" "body" "Gyroscope" "jerk" "mean" "X" -0.0987174024657534
"7022" 18 "STANDING" 26 "tBodyGyroJerk-mean()-Y" "Time" "body" "Gyroscope" "jerk" "mean" "Y" -0.0406573412739726
"7023" 18 "STANDING" 27 "tBodyGyroJerk-mean()-Z" "Time" "body" "Gyroscope" "jerk" "mean" "Z" -0.0532384453013699
"7024" 18 "STANDING" 28 "tBodyGyroJerk-std()-X" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "X" -0.981970965890411
"7025" 18 "STANDING" 29 "tBodyGyroJerk-std()-Y" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Y" -0.991151973150685
"7026" 18 "STANDING" 30 "tBodyGyroJerk-std()-Z" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Z" -0.986259015753425
"7027" 18 "STANDING" 31 "tBodyAccMag-mean()" "Time" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.972607495342466
"7028" 18 "STANDING" 32 "tBodyAccMag-std()" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.972285545479452
"7029" 18 "STANDING" 33 "tGravityAccMag-mean()" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Magnitude" -0.972607495342466
"7030" 18 "STANDING" 34 "tGravityAccMag-std()" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.972285545479452
"7031" 18 "STANDING" 35 "tBodyAccJerkMag-mean()" "Time" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.98596529369863
"7032" 18 "STANDING" 36 "tBodyAccJerkMag-std()" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.986015285890411
"7033" 18 "STANDING" 37 "tBodyGyroMag-mean()" "Time" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.963006793150685
"7034" 18 "STANDING" 38 "tBodyGyroMag-std()" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.959797118082192
"7035" 18 "STANDING" 39 "tBodyGyroJerkMag-mean()" "Time" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.988685954931507
"7036" 18 "STANDING" 40 "tBodyGyroJerkMag-std()" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.988519665753425
"7037" 18 "STANDING" 41 "fBodyAcc-mean()-X" "Frequency" "body" "Accelerometer" "nojerk" "mean" "X" -0.990409919315068
"7038" 18 "STANDING" 42 "fBodyAcc-mean()-Y" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Y" -0.961239135479452
"7039" 18 "STANDING" 43 "fBodyAcc-mean()-Z" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Z" -0.975772813972603
"7040" 18 "STANDING" 44 "fBodyAcc-std()-X" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.992789068493151
"7041" 18 "STANDING" 45 "fBodyAcc-std()-Y" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.952911994794521
"7042" 18 "STANDING" 46 "fBodyAcc-std()-Z" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.957216177945206
"7043" 18 "STANDING" 47 "fBodyAccJerk-mean()-X" "Frequency" "body" "Accelerometer" "jerk" "mean" "X" -0.989544971232877
"7044" 18 "STANDING" 48 "fBodyAccJerk-mean()-Y" "Frequency" "body" "Accelerometer" "jerk" "mean" "Y" -0.975243689589041
"7045" 18 "STANDING" 49 "fBodyAccJerk-mean()-Z" "Frequency" "body" "Accelerometer" "jerk" "mean" "Z" -0.986265653561644
"7046" 18 "STANDING" 50 "fBodyAccJerk-std()-X" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.990287933424657
"7047" 18 "STANDING" 51 "fBodyAccJerk-std()-Y" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.977179032191781
"7048" 18 "STANDING" 52 "fBodyAccJerk-std()-Z" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.989275839041096
"7049" 18 "STANDING" 53 "fBodyGyro-mean()-X" "Frequency" "body" "Gyroscope" "nojerk" "mean" "X" -0.964428926438356
"7050" 18 "STANDING" 54 "fBodyGyro-mean()-Y" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Y" -0.983561159726027
"7051" 18 "STANDING" 55 "fBodyGyro-mean()-Z" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Z" -0.974294413013699
"7052" 18 "STANDING" 56 "fBodyGyro-std()-X" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.962272711643836
"7053" 18 "STANDING" 57 "fBodyGyro-std()-Y" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.978801848493151
"7054" 18 "STANDING" 58 "fBodyGyro-std()-Z" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.974822589589041
"7055" 18 "STANDING" 59 "fBodyAccMag-mean()" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.976797646027397
"7056" 18 "STANDING" 60 "fBodyAccMag-std()" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.973264853561644
"7057" 18 "STANDING" 61 "fBodyBodyAccJerkMag-mean()" "Frequency" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.984987073150685
"7058" 18 "STANDING" 62 "fBodyBodyAccJerkMag-std()" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.986277356712329
"7059" 18 "STANDING" 63 "fBodyBodyGyroMag-mean()" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.972352593013699
"7060" 18 "STANDING" 64 "fBodyBodyGyroMag-std()" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.95911345739726
"7061" 18 "STANDING" 65 "fBodyBodyGyroJerkMag-mean()" "Frequency" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.988960668767123
"7062" 18 "STANDING" 66 "fBodyBodyGyroJerkMag-std()" "Frequency" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.988407465205479
"7063" 18 "LAYING" 1 "tBodyAcc-mean()-X" "Time" "body" "Accelerometer" "nojerk" "mean" "X" 0.274691576923077
"7064" 18 "LAYING" 2 "tBodyAcc-mean()-Y" "Time" "body" "Accelerometer" "nojerk" "mean" "Y" -0.0173937684615385
"7065" 18 "LAYING" 3 "tBodyAcc-mean()-Z" "Time" "body" "Accelerometer" "nojerk" "mean" "Z" -0.107698927907692
"7066" 18 "LAYING" 4 "tBodyAcc-std()-X" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.984527649230769
"7067" 18 "LAYING" 5 "tBodyAcc-std()-Y" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.986160920923077
"7068" 18 "LAYING" 6 "tBodyAcc-std()-Z" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.987658662307692
"7069" 18 "LAYING" 7 "tGravityAcc-mean()-X" "Time" "gravity" "Accelerometer" "nojerk" "mean" "X" -0.220600509076923
"7070" 18 "LAYING" 8 "tGravityAcc-mean()-Y" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Y" 0.719755403692308
"7071" 18 "LAYING" 9 "tGravityAcc-mean()-Z" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Z" 0.605495317692308
"7072" 18 "LAYING" 10 "tGravityAcc-std()-X" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "X" -0.982715987538462
"7073" 18 "LAYING" 11 "tGravityAcc-std()-Y" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.994093522615385
"7074" 18 "LAYING" 12 "tGravityAcc-std()-Z" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.990957249538462
"7075" 18 "LAYING" 13 "tBodyAccJerk-mean()-X" "Time" "body" "Accelerometer" "jerk" "mean" "X" 0.0749985010769231
"7076" 18 "LAYING" 14 "tBodyAccJerk-mean()-Y" "Time" "body" "Accelerometer" "jerk" "mean" "Y" 0.0117018961415385
"7077" 18 "LAYING" 15 "tBodyAccJerk-mean()-Z" "Time" "body" "Accelerometer" "jerk" "mean" "Z" -0.00121344813430769
